source_file,card_name,move_name,damage,energy_cost,effect_text
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,858,Ram,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,859,Ability] Damp,,Stage 1 Pokémon,Pokémon in play (both yours and your opponent’s) lose any Ability that requires the Pokémon using it to Knock Out itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,859,Hydro Pump,60,Stage 1 Pokémon,This attack does 20 more damage for each {W} Energy attached to this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,860,Chilly,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,861,Resentful Refrain,50×,Stage 1 Pokémon,This attack does 50 damage for each card in your opponent’s hand.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,861,Absolute Snow,150,Stage 1 Pokémon,Your opponent’s Active Pokémon is now Asleep.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,862,Call for Family,,Basic Pokémon,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,862,Icy Snow,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,863,Flop,20,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,863,Sheer Cold,60,Stage 1 Pokémon,"During your opponent’s next turn, the Defending Pokémon can’t use attacks."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,864,Snow Coating,,Stage 2 Pokémon,Double the number of damage counters on each of your opponent’s Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,864,Blizzard,120,Stage 2 Pokémon,This attack also does 10 damage to each of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,865,Icicle,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,866,Ability] Alluring Wings,,Stage 1 Pokémon,"Once during your turn, if this Pokémon is in the Active Spot, you may use this Ability. Each player draws a card."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,866,Cold Cyclone,90,Stage 1 Pokémon,Move a {W} Energy from this Pokémon to 1 of your Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,867,Ice Shot,20,Basic Pokémon,This attack also does 20 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,867,Frosty Typhoon,130,Basic Pokémon,"During your next turn, this Pokémon can’t use Frosty Typhoon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,868,Split Bomb,,Stage 2 Pokémon,This attack does 60 damage to each of 2 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,868,Disaster Shock,190,Stage 2 Pokémon,You may discard 2 {L} Energy from this Pokémon and make your opponent’s Active Pokémon Paralyzed.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,869,Pouncing Trap,30,Basic Pokémon,"During your opponent’s next turn, the Defending Pokémon can’t retreat. During your next turn, the Defending Pokémon takes 100 more damage from attacks (after applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,870,Zap Kick,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,871,Ability] Frilled Generator,,Stage 1 Pokémon,"Once during your turn, if you played Canari from your hand this turn, you may use this Ability. Search your deck for up to 2 Basic {L} Energy cards and attach them to this Pokémon. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,871,Powerful Bolt,70×,Stage 1 Pokémon,Flip a coin for each Energy attached to this Pokémon. This attack does 70 damage for each heads.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,872,Fast Flight,,Basic Pokémon,"If you go first, you can use this attack during your first turn. Discard your hand and draw 5 cards."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,872,Thunder Blast,130,Basic Pokémon,Discard 2 Energy from this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,873,Focused Wish,10,Basic Pokémon,"Flip a coin. If heads, this attack does 20 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,874,Tri Kinesis,,Stage 1 Pokémon,"Flip 3 coins. If all of them are heads, Knock Out 1 of your opponent’s Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,874,Double-Edge,150,Stage 1 Pokémon,This Pokémon also does 30 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,875,Ascension,,Basic Pokémon,"Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,876,Assassin’s Magic,60,Stage 1 Pokémon,"If your opponent’s Active Pokémon is affected by a Special Condition, place 6 damage counters on 1 of your opponent’s Benched Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,877,Roto Call,,Basic Pokémon,"You may search your deck for any number of Pokémon that have “Rotom” in their name and put them onto your Bench. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,877,Gadget Show,30×,Basic Pokémon,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,878,Splashing Dodge,10,Basic Pokémon,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,879,Horrifying Revenge,30,Stage 1 Pokémon,"If any of your Hop’s Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 100 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,879,Corner,90,Stage 1 Pokémon,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,880,Spooky Shot,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,880,Phantasmal Barrage,,Basic Pokémon,Discard all Energy from this Pokémon and place 12 damage counters on 1 of your opponent’s Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,881,Relentless Burrowing,,Basic Pokémon,"Flip a coin until you get tails. For each heads, discard the top card of your opponent’s deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,882,Ability] Holes,,Stage 1 Pokémon,"Whenever your opponent’s Active Pokémon moves to the Bench during their turn, place 2 damage counters on that Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,882,Mud Shot,50,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,883,Collect,,Basic Pokémon,Draw a card.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,883,Gentle Slap,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,884,Seventh Kick,150,Stage 1 Pokémon,"If you don’t have exactly 7 cards in your hand, this attack does nothing."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,885,Reckless Charge,20,Basic Pokémon,This Pokémon also does 10 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,886,Ability] Tenacious Body,,Basic Pokémon,"If this Pokémon would be Knocked Out by damage from an attack, flip a coin. If heads, this Pokémon is not Knocked Out, and its remaining HP becomes 10."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,886,Somersault Dive,120,Basic Pokémon,"If a Stadium is in play, this attack does 140 more damage. Then, discard that Stadium."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,887,Mud-Slap,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,888,Guard Press,20,Stage 1 Pokémon,"During your opponent’s next turn, this Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,888,Power Gem,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,889,Tar Cannon,,Stage 2 Pokémon,"This attack does 140 damage to 1 of your opponent’s Pokémon. If you don’t have 10 or more Basic {F} Energy cards in your discard pile, this attack does nothing. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,889,Bulky Bump,220,Stage 2 Pokémon,Discard 3 Energy from this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,890,Light Punch,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,890,Settle the Score,80,Basic Pokémon,This attack does 60 more damage for each Prize card your opponent took during their last turn.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,891,Rocket Feathers,60×,Stage 1 Pokémon,"You may discard any number of Supporter cards that have “Team Rocket” in their name from your hand, and this attack does 60 damage for each card you discarded in this way."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,891,Hammer In,100,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,892,Gnaw,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,893,Gnaw,20,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,893,Claw Slash,50,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,894,Scarring Shout,70×,Stage 2 Pokémon,This attack does 70 damage for each damage counter on your opponent’s Active Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,894,Punk Smash,160,Stage 2 Pokémon,Discard an Energy from this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,895,Knock Off,20,Basic Pokémon,Discard a random card from your opponent’s hand.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,896,Ability] Counterattacking Crest,,Stage 1 Pokémon,"If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), place 5 damage counters on the Attacking Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,896,Outlaw Leg,160,Stage 1 Pokémon,Discard a random card from your opponent’s hand. Discard the top card of your opponent’s deck.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,897,Corkscrew Punch,40,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,897,Master’s Punch,80,Stage 1 Pokémon,"If any of your Benched Pancham have any damage counters on them, this attack does 120 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,898,Ability] Final Chain,,Basic Pokémon,"If this Pokémon is Knocked Out by damage from an attack from your opponent’s Pokémon, search your deck for a card and put it into your hand. Then, shuffle your deck.
"
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,898,Mochi Rush,20,Basic Pokémon,"During your next turn, this Pokémon’s Mochi Rush attack does 50 more damage (before applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,899,Push Down,10,Basic Pokémon,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,900,Rapid Draw,50,Stage 1 Pokémon,Draw 2 cards.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,901,Ability] Supreme Overlord,,Stage 2 Pokémon,Attacks used by this Pokémon do 30 more damage to your opponent’s Active Pokémon for each Prize card your opponent has taken (before applying Weakness and Resistance).
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,901,Double-Edged Slash,180,Stage 2 Pokémon,This Pokémon also does 50 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,902,Headbutt,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,903,Ability] Evolutionary Guidance,,Stage 1 Pokémon,"Once during your turn, if this Pokémon has any Energy attached, you may use this Ability. Search your deck for an Evolution Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,903,Tail Snap,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,904,Ability] Sky Transport,,Stage 2 Pokémon,"Once during your turn, you may use this Ability. Switch your Active Pokémon with 1 of your Benched Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,904,Ryuno Glide,330,Stage 2 Pokémon,Discard 2 Energy from this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,905,Breakthrough Assault,20,Basic Pokémon,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 90 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,905,Dragon Claw,130,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,906,Shred,70,Basic Pokémon,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,906,Rampaging Thunder,250,Basic Pokémon,"During your next turn, this Pokémon can’t use attacks."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,907,Knickknack Carrying,,Basic Pokémon,"Search your deck for a Pokémon Tool card, reveal it, and put it into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,907,Bite,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,908,Agility,40,Stage 1 Pokémon,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,908,Enhanced Blade,70,Stage 1 Pokémon,"If this Pokémon has a Pokémon Tool attached, this attack does 70 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,909,Reckless Charge,30,Basic Pokémon,This Pokémon also does 10 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,910,Poison Spray,50,Stage 1 Pokémon,Your opponent’s Active Pokémon is now Poisoned.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,911,Ability] Lovely Fragrance,,Stage 2 Pokémon,"Once during your turn, you may use this Ability. Heal 30 damage from each of your Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,911,Bloom Powder,160,Stage 2 Pokémon,Your opponent’s Active Pokémon is now Asleep and Poisoned.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,912,Vine Slap,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,913,Melt,30,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,913,Leafy Cyclone,70,Stage 1 Pokémon,"During your next turn, this Pokémon can’t use attacks."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,914,Flower Garden Rondo,40×,Stage 2 Pokémon,This attack does 40 damage for each of your Erika’s Pokémon in play.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,914,Solar Beam,130,Stage 2 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,915,Ability] Gathering of Blossoms,,Basic Pokémon,"Once during your turn, you may use this Ability. Search your deck for an Erika’s Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,915,Bind,50,Basic Pokémon,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,916,Cut Up,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,916,Slashing Strike,60,Basic Pokémon,"During your next turn, this Pokémon can’t use Slashing Strike."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,917,Growl,,Basic Pokémon,"During your opponent’s next turn, attacks used by the Defending Pokémon do 20 less damage (before applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,917,Seed Bomb,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,918,Leaf Step,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,919,Giant Bouquet,70,Stage 2 Pokémon,This attack does 50 more damage for each {G} Energy attached to this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,920,Wood Hammer,220,Basic Pokémon,This Pokémon also does 30 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,921,Coated Attack,20,Stage 1 Pokémon,"During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,922,Tons of Treading,10×,Basic Pokémon,Flip 3 coins. This attack does 10 damage for each heads.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,923,Magical Leaf,30,Stage 1 Pokémon,"Flip a coin. If heads, this attack does 30 more damage, and heal 30 damage from this Pokémon."
